id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity,confident,add_ids
53,anatomy,0.018310546875,0.345703125,0.60546875,0.0284423828125,False,B,0.2516329288482666,mmlu_4,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370482853167, 468043370483001133, 468043370482853166, 468043370482522144, 468043370483028706]","[0.8102579116821289, 0.8143361210823059, 0.8170216083526611, 0.8113032579421997, 0.8047592639923096]",1,"[-1, -1, -1, -1, -1]"
58,anatomy,0.08544921875,0.12451171875,0.4921875,0.298828125,True,C,0.38814210891723633,mmlu_4,"['TEXT', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370482369522, 468043370482795035, 468043370482530534, 468043370482837682, 468043370482795034]","[0.7888892292976379, 0.7948939204216003, 0.773343026638031, 0.7825821042060852, 0.7812533974647522]",2,"[468043370482795035, 468043370482369522, 468043370482530534, 468043370482795034, 468043370482787729]"
63,anatomy,0.00909423828125,0.98828125,0.000659942626953125,0.0004825592041015625,True,B,0.24215984344482422,mmlu_4,"['TEXT', 'TEXT', 'STAT', 'STAT', 'TEXT']","[468043370482371519, 468043370482371271, 468043370483075504, 468043370482839395, 468043370482371857]","[0.7567335963249207, 0.763727605342865, 0.758459746837616, 0.7754049897193909, 0.7504577040672302]",1,"[-1, -1, -1, -1, -1]"
68,anatomy,0.0546875,0.00738525390625,0.91015625,0.0291748046875,True,C,0.22311806678771973,mmlu_4,"['STAT', 'STAT', 'PBMD', 'STAT', 'PBMD']","[468043370483035345, 468043370483000754, 468043370483453753, 468043370483079749, 468043370483186325]","[0.7681572437286377, 0.7538249492645264, 0.7875868678092957, 0.7534521222114563, 0.7501575946807861]",1,"[-1, -1, -1, -1, -1]"
73,anatomy,0.83203125,0.010498046875,0.14453125,0.01190185546875,True,A,0.20507240295410156,mmlu_4,"['TEXT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468043370482431447, 468043370482465652, 468043370482985011, 468043370483076045, 468043370482942955]","[0.8471533060073853, 0.8287193775177002, 0.8042885661125183, 0.7704135179519653, 0.7750923037528992]",1,"[-1, -1, -1, -1, -1]"
78,anatomy,0.92578125,0.0673828125,0.0040283203125,0.001678466796875,True,A,0.23964643478393555,mmlu_4,"['STAT', 'TEXT', 'TEXT', 'STAT', 'STAT']","[468043370483052110, 468043370482443783, 468043370482434593, 468043370482520082, 468043370482885786]","[0.8090526461601257, 0.8171671628952026, 0.7653295993804932, 0.8031008839607239, 0.8027703762054443]",1,"[-1, -1, -1, -1, -1]"
83,anatomy,0.52734375,0.091796875,0.3203125,0.059326171875,False,B,0.31179165840148926,mmlu_4,"['STAT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468043370482791998, 468043370483045798, 468043370482371670, 468043370482978287, 468043370483021998]","[0.845221757888794, 0.8282179832458496, 0.8099719285964966, 0.8188917636871338, 0.8199812173843384]",2,"[468043370482791998, 468043370482371670, 468043370483021998, 468043370483045798, 468043370482371817]"
88,anatomy,0.3125,0.66015625,0.004730224609375,0.021240234375,True,B,0.19936323165893555,mmlu_4,"['STAT', 'STAT', 'TEXT', 'STAT', 'TEXT']","[468043370482893530, 468043370483001095, 468043370482372024, 468043370483016505, 468043370482371573]","[0.8557356595993042, 0.7877568602561951, 0.8009827136993408, 0.7667688131332397, 0.7350324988365173]",1,"[-1, -1, -1, -1, -1]"
3,clinical-knowledge,0.9609375,0.03515625,0.0022430419921875,0.000728607177734375,True,A,0.2539806365966797,mmlu_4,"['STAT', 'STAT', 'STAT', 'PBMD', 'PBMD']","[468043370482831939, 468043370482831931, 468043370482895748, 468043370483717756, 468043370483903509]","[0.7603837847709656, 0.7737870216369629, 0.7597441673278809, 0.7931022644042969, 0.7643973231315613]",1,"[-1, -1, -1, -1, -1]"
8,clinical-knowledge,0.99609375,0.0035858154296875,0.00116729736328125,0.0002765655517578125,True,A,0.20501470565795898,mmlu_4,"['STAT', 'PBMD', 'TEXT', 'STAT', 'STAT']","[468043370482512885, 468043370483720623, 468043370482427121, 468043370482930945, 468043370482870059]","[0.7535292506217957, 0.7680922746658325, 0.7963098883628845, 0.7335525155067444, 0.7477903366088867]",1,"[-1, -1, -1, -1, -1]"
13,clinical-knowledge,0.2890625,0.2255859375,0.064453125,0.419921875,True,D,0.36902856826782227,mmlu_4,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468043370483134112, 468043370482913028, 468043370483134106, 468043370483405854, 468043370483316518]","[0.7672563791275024, 0.7288424968719482, 0.7513630986213684, 0.7547374963760376, 0.7620049715042114]",2,"[468043370483029737, 468043370482913028, 468043370482411960, 468043370482498150, 468043370482523089]"
18,clinical-knowledge,0.005889892578125,0.9921875,0.0012359619140625,0.00148773193359375,True,B,0.2492074966430664,mmlu_4,"['TEXT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468043370482421624, 468043370482553721, 468043370482553727, 468043370482474736, 468043370482474799]","[0.7872612476348877, 0.8209244012832642, 0.8502175807952881, 0.7989051342010498, 0.7571374177932739]",1,"[-1, -1, -1, -1, -1]"
23,clinical-knowledge,0.08349609375,0.79296875,0.03271484375,0.08935546875,True,B,0.2050914764404297,mmlu_4,"['PBMD', 'STAT', 'STAT', 'PBMD', 'STAT']","[468043370483591684, 468043370482552576, 468043370482780481, 468043370484038218, 468043370482854668]","[0.7885308265686035, 0.7649641633033752, 0.7544528245925903, 0.744889497756958, 0.7570596933364868]",1,"[-1, -1, -1, -1, -1]"
28,clinical-knowledge,0.57421875,0.1865234375,0.04150390625,0.1982421875,True,A,0.29979515075683594,mmlu_4,"['PBMD', 'PBMD', 'STAT', 'TEXT', 'TEXT']","[468043370483349848, 468043370483745894, 468043370482776133, 468043370482481905, 468043370482369464]","[0.743444561958313, 0.7846112847328186, 0.7532258033752441, 0.7494475245475769, 0.7477962970733643]",1,"[-1, -1, -1, -1, -1]"
33,clinical-knowledge,0.031494140625,0.07568359375,0.026123046875,0.8671875,True,D,0.25333595275878906,mmlu_4,"['PBMD', 'PBMD', 'TEXT', 'STAT', 'PBMD']","[468043370483350621, 468043370484079087, 468043370482473900, 468043370482818499, 468043370483394397]","[0.7554100751876831, 0.7311801910400391, 0.6867048740386963, 0.6767878532409668, 0.7325637340545654]",1,"[-1, -1, -1, -1, -1]"
38,clinical-knowledge,0.220703125,0.1953125,0.171875,0.412109375,False,C,0.3819773197174072,mmlu_4,"['TEXT', 'TEXT', 'STAT', 'STAT', 'TEXT']","[468043370482464615, 468043370482444619, 468043370482919618, 468043370482919632, 468043370482444618]","[0.7444671988487244, 0.7570326924324036, 0.7799972295761108, 0.7424774765968323, 0.7678832411766052]",3,"[468043370482464615, 468043370483577132, 468043370483870020, 468043370482889145, 468043370482905945]"
43,clinical-knowledge,0.050537109375,0.84375,0.044677734375,0.06103515625,True,B,0.20356202125549316,mmlu_4,"['TEXT', 'TEXT', 'TEXT', 'STAT', 'TEXT']","[468043370482475213, 468043370482437800, 468043370482436354, 468043370482875922, 468043370482437799]","[0.768380880355835, 0.7825735211372375, 0.7654476165771484, 0.7569602131843567, 0.7548074722290039]",1,"[-1, -1, -1, -1, -1]"
48,clinical-knowledge,0.0257568359375,0.001068115234375,0.0047607421875,0.96875,True,D,0.34342193603515625,mmlu_4,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468043370483101082, 468043370483533609, 468043370482473865, 468043370483909233, 468043370482473869]","[0.81667160987854, 0.7784323692321777, 0.7409522533416748, 0.7565903663635254, 0.7230322360992432]",1,"[-1, -1, -1, -1, -1]"
53,clinical-knowledge,0.10546875,0.60546875,0.2099609375,0.0771484375,True,B,0.39639925956726074,mmlu_4,"['STAT', 'TEXT', 'PBMD', 'STAT', 'STAT']","[468043370482983907, 468043370482420751, 468043370483280016, 468043370482943195, 468043370483049510]","[0.7428614497184753, 0.731804609298706, 0.7637301087379456, 0.7339535355567932, 0.7373226881027222]",2,"[468043370482420751, 468043370482851902, 468043370482943195, 468043370483280016, 468043370482935035]"
58,clinical-knowledge,0.028564453125,0.022216796875,0.9453125,0.003631591796875,True,C,0.2477552890777588,mmlu_4,"['TEXT', 'STAT', 'TEXT', 'PBMD', 'STAT']","[468043370482388484, 468043370483057846, 468043370482403772, 468043370483943500, 468043370483016912]","[0.6980133056640625, 0.7098169922828674, 0.7168047428131104, 0.7506721019744873, 0.7312736511230469]",1,"[-1, -1, -1, -1, -1]"
63,clinical-knowledge,0.9765625,0.0115966796875,0.0079345703125,0.0022735595703125,True,A,0.27704429626464844,mmlu_4,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'PBMD']","[468043370482373816, 468043370482373772, 468043370482374222, 468043370482405519, 468043370483231289]","[0.8253346085548401, 0.8341777324676514, 0.8054021596908569, 0.7920660972595215, 0.7516121864318848]",1,"[-1, -1, -1, -1, -1]"
68,clinical-knowledge,0.04052734375,0.0262451171875,0.0096435546875,0.921875,False,B,0.34793806076049805,mmlu_4,"['PBMD', 'STAT', 'TEXT', 'PBMD', 'STAT']","[468043370483496678, 468043370482544029, 468043370482491894, 468043370483278703, 468043370482535103]","[0.8236974477767944, 0.7787131071090698, 0.7800115346908569, 0.8065088987350464, 0.8008036613464355]",1,"[-1, -1, -1, -1, -1]"
73,clinical-knowledge,0.1064453125,0.890625,0.00142669677734375,0.000762939453125,True,B,0.27315378189086914,mmlu_4,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468043370482526749, 468043370484008680, 468043370482857668, 468043370483212741, 468043370483760815]","[0.7282246351242065, 0.7148253917694092, 0.7106679677963257, 0.7210599184036255, 0.7252238988876343]",1,"[-1, -1, -1, -1, -1]"
78,clinical-knowledge,0.10693359375,0.01446533203125,0.036865234375,0.83984375,True,D,0.27316999435424805,mmlu_4,"['PBMD', 'TEXT', 'STAT', 'TEXT', 'PBMD']","[468043370483915017, 468043370482374537, 468043370482848384, 468043370482372566, 468043370483167343]","[0.8140968084335327, 0.7491034269332886, 0.7615883350372314, 0.8102759718894958, 0.784664511680603]",1,"[-1, -1, -1, -1, -1]"
83,clinical-knowledge,0.96875,0.0189208984375,0.0107421875,0.00225830078125,True,A,0.23908138275146484,mmlu_4,"['STAT', 'TEXT', 'PBMD', 'STAT', 'TEXT']","[468043370482791793, 468043370482461558, 468043370484002467, 468043370482938458, 468043370482404382]","[0.8064419031143188, 0.7899770736694336, 0.7771769165992737, 0.8022482395172119, 0.789446234703064]",1,"[-1, -1, -1, -1, -1]"
88,clinical-knowledge,0.049560546875,0.004608154296875,0.01251220703125,0.93359375,True,D,0.27251529693603516,mmlu_4,"['TEXT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468043370482373647, 468043370483022377, 468043370483022385, 468043370483022382, 468043370483099504]","[0.7717372179031372, 0.7899682521820068, 0.7483716011047363, 0.7534752488136292, 0.7876917123794556]",1,"[-1, -1, -1, -1, -1]"
3,college-biology,0.107421875,0.6171875,0.166015625,0.107421875,True,B,0.25104331970214844,mmlu_4,"['STAT', 'STAT', 'STAT', 'TEXT', 'STAT']","[468043370483033126, 468043370483024065, 468043370482810767, 468043370482372301, 468043370483008849]","[0.6588290929794312, 0.6621859669685364, 0.6465181112289429, 0.6481122374534607, 0.6447288393974304]",2,"[468043370483387032, 468043370482846153, 468043370482372301, 468043370482558560, 468043370482835734]"
8,college-biology,0.9453125,0.017333984375,0.032470703125,0.003021240234375,True,A,0.2747650146484375,mmlu_4,"['PBMD', 'STAT', 'TEXT', 'PBMD', 'PBMD']","[468043370483461956, 468043370482530337, 468043370482378152, 468043370483098368, 468043370484093825]","[0.7942469716072083, 0.7992340326309204, 0.770677387714386, 0.7918110489845276, 0.7831970453262329]",1,"[-1, -1, -1, -1, -1]"
13,college-biology,0.06640625,0.040283203125,0.86328125,0.029541015625,False,A,0.277254581451416,mmlu_4,"['TEXT', 'STAT', 'TEXT', 'STAT', 'PBMD']","[468043370482374360, 468043370482530956, 468043370482380060, 468043370482496192, 468043370483687564]","[0.750340461730957, 0.7088180780410767, 0.7471825480461121, 0.7054892778396606, 0.762953519821167]",1,"[-1, -1, -1, -1, -1]"
18,college-biology,0.11767578125,0.0096435546875,0.87109375,0.0029449462890625,True,C,0.2572646141052246,mmlu_4,"['PBMD', 'TEXT', 'TEXT', 'PBMD', 'TEXT']","[468043370483699993, 468043370482400181, 468043370482400197, 468043370483153619, 468043370482376325]","[0.7855573296546936, 0.7635293006896973, 0.7477550506591797, 0.7458922863006592, 0.7942931652069092]",1,"[-1, -1, -1, -1, -1]"
23,college-biology,0.52734375,0.412109375,0.019287109375,0.040771484375,True,A,0.5378973484039307,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483845750, 468043370483542631, 468043370483771645, 468043370483308041, 468043370483603244]","[0.7550745606422424, 0.7652564644813538, 0.7675067186355591, 0.7521762847900391, 0.7476319074630737]",2,"[468043370483845750, 468043370483326810, 468043370483308041, 468043370483771645, 468043370483542631]"
28,college-biology,0.02734375,0.006103515625,0.96484375,0.0027008056640625,True,C,0.27680277824401855,mmlu_4,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468043370482373874, 468043370482375548, 468043370482375547, 468043370482375571, 468043370482375545]","[0.7805447578430176, 0.7664083242416382, 0.7619600296020508, 0.7599649429321289, 0.7798292636871338]",1,"[-1, -1, -1, -1, -1]"
33,college-biology,0.02734375,0.010009765625,0.9609375,0.00087738037109375,True,C,0.20512986183166504,mmlu_4,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'PBMD']","[468043370482373747, 468043370482391831, 468043370482378715, 468043370482424397, 468043370483551620]","[0.7204304337501526, 0.7654489278793335, 0.7860816121101379, 0.7016458511352539, 0.8223876357078552]",1,"[-1, -1, -1, -1, -1]"
38,college-biology,0.01031494140625,0.00157928466796875,0.0014801025390625,0.98828125,True,D,0.19499707221984863,mmlu_4,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468043370483537421, 468043370482405898, 468043370484092951, 468043370483777077, 468043370484017925]","[0.7212769389152527, 0.6858178377151489, 0.7457714080810547, 0.713233232498169, 0.7159861326217651]",1,"[-1, -1, -1, -1, -1]"
43,college-biology,0.004608154296875,0.0002765655517578125,0.000244140625,0.99609375,True,D,0.3474884033203125,mmlu_4,"['STAT', 'TEXT', 'TEXT', 'PBMD', 'PBMD']","[468043370482535101, 468043370482392655, 468043370482491890, 468043370483798970, 468043370483307616]","[0.7701560854911804, 0.7804452180862427, 0.7848683595657349, 0.7967026233673096, 0.7970703840255737]",1,"[-1, -1, -1, -1, -1]"
48,college-biology,0.474609375,0.0390625,0.1982421875,0.287109375,True,A,0.5584683418273926,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468043370483189327, 468043370483203985, 468043370483189326, 468043370483270553, 468043370482951804]","[0.8083922863006592, 0.7937189340591431, 0.8362827897071838, 0.7978492975234985, 0.7317926287651062]",2,"[468043370483189326, 468043370483168294, 468043370484026529, 468043370483189327, 468043370483207153]"
53,college-biology,0.291015625,0.17578125,0.396484375,0.13671875,True,C,0.5454511642456055,mmlu_4,"['TEXT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468043370482380230, 468043370484120213, 468043370483065730, 468043370484063253, 468043370484113624]","[0.7838362455368042, 0.7988842129707336, 0.7944583296775818, 0.8382128477096558, 0.8124772310256958]",2,"[468043370483065730, 468043370482380240, 468043370484063253, 468043370483243881, 468043370483216045]"
58,college-biology,0.047607421875,0.0947265625,0.06494140625,0.79296875,False,A,0.3583807945251465,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483838367, 468043370483677215, 468043370483636675, 468043370483867489, 468043370483926044]","[0.8768613338470459, 0.8864737749099731, 0.8630971908569336, 0.8748292922973633, 0.8815732002258301]",1,"[-1, -1, -1, -1, -1]"
63,college-biology,0.90234375,0.0478515625,0.0308837890625,0.0186767578125,True,A,0.3057684898376465,mmlu_4,"['PBMD', 'STAT', 'PBMD', 'TEXT', 'STAT']","[468043370483297804, 468043370482822799, 468043370483284661, 468043370482392769, 468043370482782839]","[0.7366188168525696, 0.6702880263328552, 0.7190404534339905, 0.7034395337104797, 0.6739094257354736]",1,"[-1, -1, -1, -1, -1]"
68,college-biology,0.984375,0.01239013671875,0.004852294921875,0.0003299713134765625,True,A,0.25278139114379883,mmlu_4,"['PBMD', 'TEXT', 'TEXT', 'TEXT', 'PBMD']","[468043370483138427, 468043370482378170, 468043370482378095, 468043370482378174, 468043370483466196]","[0.7711226940155029, 0.7651402950286865, 0.7453679442405701, 0.7514302730560303, 0.7638100385665894]",1,"[-1, -1, -1, -1, -1]"
73,college-biology,0.1640625,0.37109375,0.25390625,0.2109375,False,D,0.5389649868011475,mmlu_4,"['STAT', 'TEXT', 'PBMD', 'PBMD', 'STAT']","[468043370482564998, 468043370482474768, 468043370483910531, 468043370483626155, 468043370482553745]","[0.7860232591629028, 0.8188636302947998, 0.795068621635437, 0.8234553337097168, 0.772491455078125]",2,"[468043370482564998, 468043370483062685, 468043370483860899, 468043370482553745, 468043370483626155]"
78,college-biology,0.51171875,0.07861328125,0.3984375,0.010009765625,True,A,0.5571231842041016,mmlu_4,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'STAT']","[468043370483130910, 468043370483550816, 468043370482375074, 468043370483128043, 468043370482985128]","[0.7831915616989136, 0.7783784866333008, 0.7433016896247864, 0.7797958254814148, 0.6892806887626648]",2,"[468043370483550816, 468043370482375074, 468043370482985128, 468043370482979216, 468043370484015260]"
83,college-biology,0.00150299072265625,0.0003795623779296875,0.0003337860107421875,0.99609375,True,D,0.3498060703277588,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483133594, 468043370483574882, 468043370483435550, 468043370483265822, 468043370483900158]","[0.7119381427764893, 0.7117406725883484, 0.6948190331459045, 0.6999349594116211, 0.7057073712348938]",1,"[-1, -1, -1, -1, -1]"
88,college-biology,0.9296875,0.010986328125,0.04931640625,0.008056640625,True,A,0.25424718856811523,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468043370483986828, 468043370483538015, 468043370483498889, 468043370483502477, 468043370482405656]","[0.7386928796768188, 0.7259914875030518, 0.7364507913589478, 0.7316385507583618, 0.7059233784675598]",1,"[-1, -1, -1, -1, -1]"
3,college-chemistry,0.00958251953125,0.01019287109375,0.004241943359375,0.9765625,True,D,0.3017082214355469,mmlu_4,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468043370483191939, 468043370482564296, 468043370483438919, 468043370483384582, 468043370483124748]","[0.7308841347694397, 0.6618666648864746, 0.7417925000190735, 0.7398126721382141, 0.7146136164665222]",1,"[-1, -1, -1, -1, -1]"
8,college-chemistry,0.2001953125,0.08349609375,0.69921875,0.0164794921875,False,A,0.2050490379333496,mmlu_4,"['PBMD', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468043370483136365, 468043370482512495, 468043370482512496, 468043370483910913, 468043370482472304]","[0.7076205611228943, 0.6813029050827026, 0.6907889246940613, 0.7150521874427795, 0.7130746841430664]",1,"[-1, -1, -1, -1, -1]"
13,college-chemistry,0.150390625,0.765625,0.01397705078125,0.0712890625,True,B,0.3479728698730469,mmlu_4,"['TEXT', 'TEXT', 'STAT', 'TEXT', 'PBMD']","[468043370482378002, 468043370482374417, 468043370482818991, 468043370482372241, 468043370483818471]","[0.7535713315010071, 0.7296526432037354, 0.7234765887260437, 0.6948585510253906, 0.6981853246688843]",1,"[-1, -1, -1, -1, -1]"
18,college-chemistry,0.23046875,0.158203125,0.23046875,0.380859375,True,D,0.40562009811401367,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483188246, 468043370483603417, 468043370483597220, 468043370483536449, 468043370483573221]","[0.6840742826461792, 0.7306354641914368, 0.7011030912399292, 0.6813165545463562, 0.6909219622612]",4,"[468043370483603417, 468043370483188246, 468043370483562435, 468043370483597220, 468043370483396488]"
23,college-chemistry,0.369140625,0.419921875,0.1748046875,0.03662109375,False,C,0.5547606945037842,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483515705, 468043370483501133, 468043370483900527, 468043370483700490, 468043370483923335]","[0.7352112531661987, 0.7342211604118347, 0.7350002527236938, 0.7390723824501038, 0.7347506284713745]",2,"[468043370483515705, 468043370483811881, 468043370483923335, 468043370483209348, 468043370483803729]"
28,college-chemistry,0.0849609375,0.1796875,0.10888671875,0.625,True,D,0.34639763832092285,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370484051319, 468043370483471685, 468043370483567111, 468043370483476420, 468043370483206599]","[0.700376033782959, 0.6940138936042786, 0.7144468426704407, 0.712576150894165, 0.6968600749969482]",1,"[-1, -1, -1, -1, -1]"
33,college-chemistry,0.30859375,0.255859375,0.271484375,0.1650390625,False,C,0.5364863872528076,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468043370483211255, 468043370483202933, 468043370483891459, 468043370482472618, 468043370483179505]","[0.6727454662322998, 0.6814221143722534, 0.6742884516716003, 0.6648306846618652, 0.6786569952964783]",4,"[468043370483202933, 468043370482472618, 468043370483742742, 468043370483479244, 468043370483179495]"
38,college-chemistry,0.314453125,0.1904296875,0.45703125,0.039794921875,False,D,0.5476300716400146,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483179495, 468043370483657765, 468043370483660394, 468043370483660527, 468043370483202932]","[0.7593089938163757, 0.7392624020576477, 0.7525432109832764, 0.7461461424827576, 0.7365423440933228]",2,"[468043370483179495, 468043370483660527, 468043370483202932, 468043370483190755, 468043370483935003]"
43,college-chemistry,0.75390625,0.07470703125,0.09033203125,0.07958984375,True,A,0.24727535247802734,mmlu_4,"['PBMD', 'TEXT', 'PBMD', 'STAT', 'STAT']","[468043370483719717, 468043370482372214, 468043370483794298, 468043370482534928, 468043370482905893]","[0.6867061853408813, 0.6824666261672974, 0.6869475245475769, 0.5784977078437805, 0.5784977078437805]",1,"[-1, -1, -1, -1, -1]"
48,college-chemistry,0.033935546875,0.0634765625,0.2216796875,0.6796875,True,D,0.2710130214691162,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483346052, 468043370484052669, 468043370483462279, 468043370483087813, 468043370483479433]","[0.8030144572257996, 0.7464785575866699, 0.7587758302688599, 0.7562941312789917, 0.7575656771659851]",1,"[-1, -1, -1, -1, -1]"
53,college-chemistry,0.28515625,0.2080078125,0.28515625,0.2216796875,False,D,0.41545987129211426,mmlu_4,"['PBMD', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468043370484030753, 468043370482846153, 468043370482899557, 468043370482472545, 468043370482475166]","[0.7332432270050049, 0.6668345332145691, 0.6803472638130188, 0.7006609439849854, 0.6757763028144836]",4,"[468043370482472545, 468043370482899557, 468043370482559925, 468043370482846153, 468043370483069897]"
58,college-chemistry,0.390625,0.251953125,0.251953125,0.10498046875,False,D,0.5625977516174316,mmlu_4,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468043370483180222, 468043370483363525, 468043370483124207, 468043370482374483, 468043370483179505]","[0.7783018946647644, 0.7340769171714783, 0.734586775302887, 0.6943628191947937, 0.7641787528991699]",3,"[468043370483180222, 468043370482377225, 468043370483179505, 468043370483742742, 468043370483179495]"
