id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity
16,MEDQA,0.07112494856119156,0.004012594930827618,0.00962571520358324,0.7646652460098267,0.15057151019573212,4,0.5327572822570801,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163910794, 468502519163746159, 468502519163680080, 468502519163728035, 468502519163722648]","[0.8042705059051514, 0.8214365839958191, 0.8033430576324463, 0.8003659248352051, 0.7981019020080566]"
17,MEDQA,0.193637415766716,0.005160261876881123,0.24863535165786743,0.026205971837043762,0.5263610482215881,4,0.35032033920288086,False,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468502519162720116, 468502519162720120, 468502519162720136, 468502519162720123, 468502519163639053]","[0.7869439721107483, 0.7831599116325378, 0.7890224456787109, 0.8044654130935669, 0.7982204556465149]"
18,MEDQA,0.840549886226654,0.06899653375148773,0.07818332314491272,0.0049980925396084785,0.0072721815668046474,1,0.4332699775695801,False,"['TEXT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162412554, 468502519163626738, 468502519162982237, 468502519163864178, 468502519163869850]","[0.7791655659675598, 0.7725424766540527, 0.7629145979881287, 0.7625786662101746, 0.7550497055053711]"
19,MEDQA,0.015397239476442337,0.00933889765292406,0.9525935053825378,0.007273141294717789,0.015397239476442337,4,0.4303412437438965,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163213387, 468502519163792318, 468502519163874092, 468502519163814092, 468502519162367853]","[0.7771685123443604, 0.7909669280052185, 0.7860812544822693, 0.7914713621139526, 0.7753946185112]"
20,MEDQA,0.20794999599456787,0.12612804770469666,0.12612804770469666,0.04094778373837471,0.4988461136817932,2,0.5017499923706055,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163719568, 468502519163773411, 468502519163682713, 468502519163862571, 468502519162455449]","[0.7910431623458862, 0.7781831622123718, 0.7785245776176453, 0.7968013286590576, 0.779608964920044]"
21,MEDQA,0.3475177586078644,0.1278446465730667,0.186012864112854,0.1278446465730667,0.21078017354011536,0,0.47710752487182617,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163412025, 468502519163726626, 468502519163625781, 468502519163970065, 468502519163772036]","[0.7673711180686951, 0.7677320241928101, 0.8019142150878906, 0.7922487854957581, 0.7780910730361938]"
22,MEDQA,0.00023620206047780812,7.668358011869714e-05,0.00030328944558277726,0.9040930867195129,0.09529070556163788,3,0.4045228958129883,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163861774, 468502519163892105, 468502519163779848, 468502519163661114, 468502519163618986]","[0.7944313883781433, 0.8028833270072937, 0.7903140783309937, 0.8129664063453674, 0.79129958152771]"
23,MEDQA,0.017996350303292274,0.8671126961708069,0.03362160921096802,0.03809827193617821,0.0431709960103035,4,0.3786799907684326,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468502519162327191, 468502519163779848, 468502519162327160, 468502519163124580, 468502519162394786]","[0.7730400562286377, 0.7641196250915527, 0.7644890546798706, 0.7684807777404785, 0.7844424247741699]"
24,MEDQA,0.7797996997833252,0.04985092580318451,0.04985092580318451,0.05648850277066231,0.06400986015796661,0,0.48679494857788086,False,"['STAT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162696805, 468502519162391888, 468502519163860960, 468502519163667139, 468502519163984837]","[0.8072344660758972, 0.8457520008087158, 0.8024951815605164, 0.806583821773529, 0.8102521896362305]"
25,MEDQA,0.00090527388965711,0.00033303163945674896,0.0007989013683982193,0.005209491588175297,0.9927533268928528,4,0.32441043853759766,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163571851, 468502519163337122, 468502519163039382, 468502519163512994, 468502519163398806]","[0.7964509725570679, 0.802667498588562, 0.8217096924781799, 0.7950077652931213, 0.7956146001815796]"
26,MEDQA,0.0013196708168834448,0.000623368367087096,0.0019201097311452031,0.001495382864959538,0.9946414232254028,4,0.3987770080566406,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162847557, 468502519163822137, 468502519162990440, 468502519163735851, 468502519163983806]","[0.7733697295188904, 0.7909684181213379, 0.7744430303573608, 0.7708508968353271, 0.7970109581947327]"
27,MEDQA,0.980381190776825,0.00582955963909626,0.004006593953818083,0.001300750533118844,0.008481958881020546,0,0.5031604766845703,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163054722, 468502519163169908, 468502519163341518, 468502519163842182, 468502519163375439]","[0.7985835075378418, 0.8024436235427856, 0.7910817265510559, 0.7898418307304382, 0.7966477274894714]"
28,MEDQA,0.09279819577932358,0.05628495290875435,0.09279819577932358,0.6051202416419983,0.15299835801124573,3,0.4724709987640381,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162417087, 468502519163818956, 468502519163872852, 468502519163745720, 468502519163320209]","[0.7983249425888062, 0.7840218544006348, 0.775981068611145, 0.7953143119812012, 0.7785662412643433]"
29,MEDQA,0.10090712457895279,0.0064507764764130116,0.005692790262401104,0.844884991645813,0.04206434637308121,3,0.3308544158935547,False,"['TEXT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162371928, 468502519163471076, 468502519162891132, 468502519163514743, 468502519163917567]","[0.7983262538909912, 0.8030946850776672, 0.8023806810379028, 0.7886209487915039, 0.794826865196228]"
30,MEDQA,0.06996975839138031,0.02916773594915867,0.02574043720960617,0.02271585538983345,0.8524062037467957,4,0.40766024589538574,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162414993, 468502519163972368, 468502519163653304, 468502519163967599, 468502519163453434]","[0.8044172525405884, 0.797105610370636, 0.7995321750640869, 0.8014139533042908, 0.8063881397247314]"
31,MEDQA,0.1666833907365799,0.047755587846040726,0.11455970257520676,0.5817821621894836,0.08921919018030167,2,0.5121324062347412,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163049966, 468502519163672000, 468502519163509221, 468502519162408638, 468502519163055785]","[0.811389684677124, 0.7988038063049316, 0.7965623140335083, 0.7937113046646118, 0.7991237044334412]"
32,MEDQA,0.10372579842805862,0.06291287392377853,0.4648667573928833,0.04899659380316734,0.3194979429244995,4,0.35734128952026367,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519163259392, 468502519163140663, 468502519162882722, 468502519163359112, 468502519163987838]","[0.7958596348762512, 0.8000195622444153, 0.7901318073272705, 0.7987759709358215, 0.7939499020576477]"
33,MEDQA,0.09670004993677139,0.06646090000867844,0.10957550257444382,0.09670004993677139,0.630563497543335,1,0.3886280059814453,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163029705, 468502519163883746, 468502519163397971, 468502519163087736, 468502519163839320]","[0.807746171951294, 0.8079960346221924, 0.8042535185813904, 0.805569052696228, 0.8042515516281128]"
34,MEDQA,0.5895806550979614,0.09041512757539749,0.11609531939029694,0.05483954772353172,0.14906933903694153,1,0.3785271644592285,False,"['TEXT', 'TEXT', 'STAT', 'TEXT', 'TEXT']","[468502519162352301, 468502519162353493, 468502519162753646, 468502519162353494, 468502519162329173]","[0.7753283381462097, 0.810309112071991, 0.7734373807907104, 0.7854020595550537, 0.7798159718513489]"
35,MEDQA,0.9944421648979187,0.002175333444029093,0.0024649756960570812,0.00029439936042763293,0.0006232434534467757,0,0.4545927047729492,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'PBMD']","[468502519163410552, 468502519162350686, 468502519163345715, 468502519162351092, 468502519163960333]","[0.7780466079711914, 0.7809337973594666, 0.7786543369293213, 0.7918844819068909, 0.8032886981964111]"
36,MEDQA,0.0008399506332352757,0.0006541542243212461,0.001778175588697195,0.9211177229881287,0.07560994476079941,4,0.2937779426574707,False,"['TEXT', 'TEXT', 'TEXT', 'PBMD', 'PBMD']","[468502519162326366, 468502519162307512, 468502519162326330, 468502519163911005, 468502519163238886]","[0.7727042436599731, 0.7702704071998596, 0.7651643753051758, 0.8045427203178406, 0.7615861296653748]"
37,MEDQA,0.6051772832870483,0.1051640436053276,0.04383889585733414,0.15301278233528137,0.09280694276094437,0,0.41006922721862793,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163923753, 468502519163871094, 468502519163535952, 468502519163740362, 468502519163738005]","[0.822597086429596, 0.8071169853210449, 0.8103232979774475, 0.8152607679367065, 0.8146489262580872]"
38,MEDQA,0.04237133264541626,0.061649926006793976,0.1898951381444931,0.1898951381444931,0.5161885023117065,4,0.5863077640533447,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163834766, 468502519163937385, 468502519163953714, 468502519163552789, 468502519163933042]","[0.7700814008712769, 0.7782770991325378, 0.7782705426216125, 0.7788439989089966, 0.7856564521789551]"
39,MEDQA,0.5001670122146606,0.06769024580717087,0.14330025017261505,0.12646202743053436,0.16238045692443848,0,0.30844974517822266,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519162426197, 468502519163186019, 468502519163490799, 468502519163241048, 468502519162426192]","[0.7955039739608765, 0.7936671376228333, 0.7955400943756104, 0.7933886051177979, 0.806817352771759]"
40,MEDQA,0.0001364273630315438,0.00032727219513617456,0.0010080693755298853,0.9755846858024597,0.02294355258345604,3,0.5808854103088379,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163786454, 468502519163712857, 468502519163790247, 468502519163869774, 468502519163561589]","[0.8057297468185425, 0.8119325637817383, 0.8152352571487427, 0.8104419708251953, 0.8095225691795349]"
41,MEDQA,0.005854977760463953,0.0021539260633289814,0.9846558570861816,0.005854977760463953,0.0014803701778873801,2,0.6376080513000488,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163979410, 468502519163658423, 468502519163683245, 468502519163521303, 468502519163898397]","[0.7760545015335083, 0.7863850593566895, 0.7784239053726196, 0.7750511169433594, 0.7839359045028687]"
42,MEDQA,0.06027650833129883,0.03226368874311447,0.8320915102958679,0.0531938299536705,0.02217448689043522,0,0.44473862648010254,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163571505, 468502519163620808, 468502519163282642, 468502519163355631, 468502519163845822]","[0.8159810304641724, 0.7975708246231079, 0.7982307076454163, 0.7873984575271606, 0.8047103881835938]"
43,MEDQA,0.3348567485809326,0.2301434576511383,0.12318691611289978,0.20310088992118835,0.10871206969022751,2,0.3929624557495117,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162484671, 468502519163721811, 468502519163735522, 468502519163351866, 468502519163467338]","[0.7506919503211975, 0.7482811212539673, 0.7540678977966309, 0.7567893266677856, 0.75049889087677]"
44,MEDQA,0.03780354931950569,0.10276070982217789,0.06232751905918121,0.7593046426773071,0.03780354931950569,1,0.5233924388885498,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163265053, 468502519162417561, 468502519163790247, 468502519163412848, 468502519163611690]","[0.7855486273765564, 0.7703297138214111, 0.8081256747245789, 0.7839804291725159, 0.7813681364059448]"
45,MEDQA,0.00938393548130989,0.0023726304061710835,0.24201487004756927,0.0007702803122811019,0.7454583048820496,4,0.4213087558746338,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163874092, 468502519163773159, 468502519163721552, 468502519163782927, 468502519163662788]","[0.767635703086853, 0.7566325068473816, 0.7516046762466431, 0.757023811340332, 0.7544035315513611]"
46,MEDQA,0.015355710871517658,0.6529414057731628,0.21197903156280518,0.04174114763736725,0.07798273116350174,2,0.49709653854370117,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163357119, 468502519163714395, 468502519163874299, 468502519163647085, 468502519163728836]","[0.770550549030304, 0.7668399810791016, 0.773733377456665, 0.7868242263793945, 0.765467643737793]"
47,MEDQA,0.6473766565322876,0.053139910101890564,0.03652249276638031,0.09927842766046524,0.16368244588375092,0,0.4904360771179199,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162412083, 468502519163890815, 468502519163542125, 468502519163061525, 468502519163744099]","[0.8018069267272949, 0.8151060342788696, 0.8025513887405396, 0.7883508801460266, 0.7947156429290771]"
48,MEDQA,0.04312261939048767,0.8661409616470337,0.04312261939048767,0.029637712985277176,0.0179761815816164,1,0.37966108322143555,False,"['TEXT', 'PBMD', 'STAT', 'STAT', 'PBMD']","[468502519162373016, 468502519163983864, 468502519162981057, 468502519162722255, 468502519163020059]","[0.7849111557006836, 0.7903609871864319, 0.7845836877822876, 0.785021185874939, 0.7840014100074768]"
49,MEDQA,3.533629569574259e-05,6.1405276028381195e-06,5.418996352091199e-06,0.99940025806427,0.0005527526373043656,3,0.47043776512145996,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163126009, 468502519162346294, 468502519163650911, 468502519163477007, 468502519163231246]","[0.7907321453094482, 0.7914608716964722, 0.7971056699752808, 0.7969340085983276, 0.8111721277236938]"
50,MEDQA,6.60493242321536e-05,1.4737596757186111e-05,1.8923448806162924e-05,8.938804057834204e-06,0.9998912811279297,4,0.38695573806762695,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162331758, 468502519163127146, 468502519163815592, 468502519163861000, 468502519163533332]","[0.7651768922805786, 0.7708920240402222, 0.7648810744285583, 0.7678484916687012, 0.7638056874275208]"
51,MEDQA,0.37708717584609985,0.10803728550672531,0.10803728550672531,0.1781233698129654,0.2287149429321289,0,0.5582382678985596,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163787733, 468502519162390966, 468502519163866973, 468502519163934562, 468502519163370442]","[0.7895932197570801, 0.8071784973144531, 0.7911714911460876, 0.7935662269592285, 0.7917132377624512]"
52,MEDQA,0.0014841454103589058,0.0019056805176660419,0.22026671469211578,0.7688063383102417,0.0075371116399765015,3,0.37748074531555176,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162297968, 468502519163502263, 468502519163508657, 468502519163717242, 468502519163330737]","[0.8140274882316589, 0.8109967112541199, 0.801527202129364, 0.8254269361495972, 0.8089663982391357]"
53,MEDQA,0.020493945106863976,0.01408526860177517,0.8714247345924377,0.05570831894874573,0.03828773275017738,3,0.303661584854126,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162876558, 468502519162800381, 468502519162448655, 468502519162955775, 468502519162719566]","[0.7517393827438354, 0.7542377710342407, 0.7609527111053467, 0.7698948383331299, 0.7614244222640991]"
54,MEDQA,0.00020296257571317255,0.9975141286849976,0.0006251687300391495,0.0014997017569839954,0.0001580673997523263,1,0.35120534896850586,False,"['STAT', 'TEXT', 'STAT', 'PBMD', 'STAT']","[468502519162734385, 468502519162308132, 468502519162806028, 468502519163580936, 468502519162963379]","[0.7941153049468994, 0.8083990812301636, 0.8119670152664185, 0.780841052532196, 0.7865588665008545]"
55,MEDQA,0.0016752880765125155,0.9833696484565735,0.004553904756903648,0.004553904756903648,0.005847329739481211,1,0.3247721195220947,False,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468502519162916294, 468502519162735543, 468502519162867792, 468502519162951280, 468502519163058645]","[0.7500919103622437, 0.7516344785690308, 0.7508631944656372, 0.7567527294158936, 0.7514469623565674]"
56,MEDQA,0.2247692197561264,0.02369050122797489,0.539193332195282,0.10617346316576004,0.10617346316576004,2,0.2515256404876709,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468502519162927894, 468502519162393020, 468502519162745246, 468502519162963392, 468502519162828806]","[0.7509713172912598, 0.743070662021637, 0.7427508234977722, 0.7387224435806274, 0.7405424118041992]"
57,MEDQA,0.04573865607380867,0.09682873636484146,0.06654936075210571,0.7154729962348938,0.07541029900312424,1,0.5087368488311768,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163781976, 468502519163869174, 468502519163968497, 468502519163673192, 468502519163590912]","[0.767382800579071, 0.7648571133613586, 0.7612621784210205, 0.7650138139724731, 0.7649198770523071]"
58,MEDQA,0.0010310751385986805,0.00020303073688410223,0.9978491067886353,0.0004870454140473157,0.00042981604929082096,2,0.6034915447235107,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163866903, 468502519163839139, 468502519163546717, 468502519163907109, 468502519162351219]","[0.7951570749282837, 0.7921148538589478, 0.7899008989334106, 0.7927259206771851, 0.7958855032920837]"
59,MEDQA,0.027021290734410286,0.1762009561061859,0.6150017380714417,0.0445505790412426,0.1372254341840744,0,0.4184107780456543,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163633357, 468502519163368667, 468502519163633356, 468502519163676791, 468502519163670273]","[0.8152133226394653, 0.8051774501800537, 0.8004006147384644, 0.8095316886901855, 0.8035874366760254]"
60,MEDQA,0.17389363050460815,0.04982135817408562,0.6069483757019043,0.11951522529125214,0.04982135817408562,3,0.4221839904785156,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163303661, 468502519163444080, 468502519163748761, 468502519163158628, 468502519163761927]","[0.7803571224212646, 0.7751485109329224, 0.7778369188308716, 0.7762632369995117, 0.7957456111907959]"
61,MEDQA,0.9763301610946655,0.008446911349892616,0.005123310722410679,0.006578460801392794,0.0035211965441703796,0,0.39587926864624023,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163188136, 468502519163903652, 468502519163970418, 468502519163000608, 468502519163702647]","[0.7930126786231995, 0.7701829075813293, 0.7824788093566895, 0.7682363390922546, 0.7707983255386353]"
62,MEDQA,0.21943049132823944,0.07123865187168121,0.09147223830223083,0.5263863801956177,0.09147223830223083,3,0.36958956718444824,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162914541, 468502519163258227, 468502519163519248, 468502519163120327, 468502519163473743]","[0.7910885810852051, 0.7900036573410034, 0.781570315361023, 0.782025933265686, 0.7966187596321106]"
63,MEDQA,0.8621016144752502,0.029499493539333344,0.022974230349063873,0.022974230349063873,0.062450435012578964,0,0.3902871608734131,False,"['PBMD', 'STAT', 'STAT', 'TEXT', 'STAT']","[468502519163207280, 468502519162810522, 468502519162446441, 468502519162419331, 468502519162478571]","[0.7518270015716553, 0.7682788968086243, 0.7443637847900391, 0.7460410594940186, 0.7539554238319397]"
64,MEDQA,0.43917831778526306,0.03181397169828415,0.2074531465768814,0.2350752204656601,0.08647933602333069,0,0.431408166885376,False,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519163134358, 468502519162816132, 468502519163892607, 468502519163431579, 468502519163137296]","[0.795167088508606, 0.7867031693458557, 0.7864406704902649, 0.7832890748977661, 0.7852205038070679]"
65,MEDQA,0.08921440690755844,0.1666744351387024,0.39983120560646057,0.2747997045516968,0.06948024779558182,2,0.37688231468200684,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163740801, 468502519163711549, 468502519162394635, 468502519163181067, 468502519163674491]","[0.7972136735916138, 0.7943521738052368, 0.7893587350845337, 0.7941930890083313, 0.7993024587631226]"
66,MEDQA,0.026456303894519806,0.014161039143800735,0.15224552154541016,0.7731665372848511,0.03397056832909584,3,0.48334360122680664,False,"['TEXT', 'STAT', 'TEXT', 'PBMD', 'PBMD']","[468502519162417087, 468502519162478470, 468502519162417099, 468502519163941304, 468502519163479313]","[0.7581943869590759, 0.7523450255393982, 0.7615674734115601, 0.7520095109939575, 0.7509109377861023]"
67,MEDQA,0.06255482882261276,0.029548807069659233,0.8635427355766296,0.010870398953557014,0.03348318487405777,2,0.5983750820159912,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163779272, 468502519163113069, 468502519163598908, 468502519163824887, 468502519163748504]","[0.8543358445167542, 0.8198148012161255, 0.8423025012016296, 0.8318227529525757, 0.8260704874992371]"
68,MEDQA,0.23436696827411652,0.1107071191072464,0.18252518773078918,0.20682813227176666,0.26557257771492004,3,0.41201186180114746,False,"['TEXT', 'TEXT', 'STAT', 'STAT', 'TEXT']","[468502519162329132, 468502519162413274, 468502519162811515, 468502519162789540, 468502519162328701]","[0.8042142391204834, 0.796851396560669, 0.7850733995437622, 0.783359944820404, 0.7815324664115906]"
69,MEDQA,0.08208002150058746,0.0387718565762043,0.08208002150058746,0.018314529210329056,0.7787535786628723,0,0.4763679504394531,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163835668, 468502519163373717, 468502519163799609, 468502519163950476, 468502519163073882]","[0.7639093995094299, 0.754386305809021, 0.7550837993621826, 0.7770621180534363, 0.7584757208824158]"
70,MEDQA,0.7967594861984253,0.03966831788420677,0.07411018013954163,0.024060051888227463,0.06540200114250183,0,0.5701999664306641,False,"['PBMD', 'PBMD', 'TEXT', 'TEXT', 'PBMD']","[468502519163570418, 468502519163807372, 468502519162328774, 468502519162408226, 468502519163738458]","[0.7838932275772095, 0.7754247188568115, 0.7748081684112549, 0.774593710899353, 0.7736994028091431]"
